Title,Text,Date,Tags,Alert Type
Error rate increased on 2 different resources in loyaltyaccounts-exp-api,%%% New Watchdog Story detected on service loyaltyaccounts-exp-api  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:20:46,"env:prod,resource_hash:7b57e0b3ee661592,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/bookings,service:loyaltyaccounts-exp-api,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
Error rate increased on the GET /naturalGas/getBillPeriodUsage resource in mobile-api-service,%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  [![Metric Graph]()](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  %%%,2025-09-24 12:20:46,"env:prod,resource_hash:c707540c318d5861,resource_name:get_/naturalgas/getbillperiodusage,service:mobile-api-service,source:watchdog,story_category:apm,story_key:2ff3f01a-87d5-52d3-90a0-3c6f41e7adba,story_type:error_rate,team:ge-integration",info
Error rate increased on 2 different resources in loyaltyaccounts-exp-api,%%% New Watchdog Story detected on service loyaltyaccounts-exp-api  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:7b57e0b3ee661592,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/bookings,service:loyaltyaccounts-exp-api,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
Error rate increased on the GET /naturalGas/getBillPeriodUsage resource in mobile-api-service,%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  [![Metric Graph]()](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:c707540c318d5861,resource_name:get_/naturalgas/getbillperiodusage,service:mobile-api-service,source:watchdog,story_category:apm,story_key:2ff3f01a-87d5-52d3-90a0-3c6f41e7adba,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:c70754a8a38b84c1,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance/expiring-vouchers,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:73e61cc7f24f01a0,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/vouchers,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:56a48e0cf0090f98,resource_name:get_/powershoutcurrency/expiringhours,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
Error rate increased on 2 different resources in loyaltyaccounts-exp-api,%%% New Watchdog Story detected on service loyaltyaccounts-exp-api  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:d14111fd312b973a,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance,service:loyaltyaccounts-exp-api,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:37e8147c7593456,resource_name:get_/powershoutcurrency/bookings,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:7b57e0b3ee661592,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/bookings,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:318dcdf67a944fdd,resource_name:get_/powershoutcurrency/balance,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:775824ba3089db26,resource_name:get_/drd/widget/powershout,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:84c02105c75767fb,resource_name:get_/powershoutcurrency/activity/history,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:10:47,"env:prod,resource_hash:d14111fd312b973a,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:c70754a8a38b84c1,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance/expiring-vouchers,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:73e61cc7f24f01a0,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/vouchers,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:56a48e0cf0090f98,resource_name:get_/powershoutcurrency/expiringhours,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
Error rate increased on 2 different resources in loyaltyaccounts-exp-api,%%% New Watchdog Story detected on service loyaltyaccounts-exp-api  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:d14111fd312b973a,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance,service:loyaltyaccounts-exp-api,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:37e8147c7593456,resource_name:get_/powershoutcurrency/bookings,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:7b57e0b3ee661592,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/bookings,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:318dcdf67a944fdd,resource_name:get_/powershoutcurrency/balance,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:775824ba3089db26,resource_name:get_/drd/widget/powershout,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:84c02105c75767fb,resource_name:get_/powershoutcurrency/activity/history,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:d14111fd312b973a,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
Error rate increased on 2 different resources in loyaltyaccounts-exp-api,%%% New Watchdog Story detected on service loyaltyaccounts-exp-api  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:7b57e0b3ee661592,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/bookings,service:loyaltyaccounts-exp-api,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
Error rate increased on the GET /naturalGas/getBillPeriodUsage resource in mobile-api-service,%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  [![Metric Graph]()](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  %%%,2025-09-24 12:00:40,"env:prod,resource_hash:c707540c318d5861,resource_name:get_/naturalgas/getbillperiodusage,service:mobile-api-service,source:watchdog,story_category:apm,story_key:2ff3f01a-87d5-52d3-90a0-3c6f41e7adba,story_type:error_rate,team:ge-integration",info
Error rate increased on the GET /naturalGas/getBillPeriodUsage resource in mobile-api-service,%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  [![Metric Graph]()](/watchdog/story/2ff3f01a-87d5-52d3-90a0-3c6f41e7adba)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:c707540c318d5861,resource_name:get_/naturalgas/getbillperiodusage,service:mobile-api-service,source:watchdog,story_category:apm,story_key:2ff3f01a-87d5-52d3-90a0-3c6f41e7adba,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:c70754a8a38b84c1,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance/expiring-vouchers,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:73e61cc7f24f01a0,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/vouchers,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:56a48e0cf0090f98,resource_name:get_/powershoutcurrency/expiringhours,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
Error rate increased on 2 different resources in loyaltyaccounts-exp-api,%%% New Watchdog Story detected on service loyaltyaccounts-exp-api  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:d14111fd312b973a,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/balance,service:loyaltyaccounts-exp-api,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:37e8147c7593456,resource_name:get_/powershoutcurrency/bookings,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting org.mule.module.reboot.mulecontainerbootstrap",%%% New Watchdog Story detected on service org.mule.module.reboot.mulecontainerbootstrap  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:7b57e0b3ee661592,resource_name:get_/v1/exp/customers-loyaltyaccounts/_/bookings,service:org.mule.module.reboot.mulecontainerbootstrap,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:318dcdf67a944fdd,resource_name:get_/powershoutcurrency/balance,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
"Error rate increased on 2 different resources in loyaltyaccounts-exp-api, impacting mobile-api-service",%%% New Watchdog Story detected on service mobile-api-service  [View Watchdog Story](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  [![Metric Graph]()](/watchdog/story/3aef4852-c428-541b-8de3-0191fb72fb29)  %%%,2025-09-24 11:50:09,"env:prod,resource_hash:775824ba3089db26,resource_name:get_/drd/widget/powershout,service:mobile-api-service,source:watchdog,story_category:apm,story_key:3aef4852-c428-541b-8de3-0191fb72fb29,story_type:error_rate,team:ge-integration",info
